	WTSD5	WTHC5	logFC	logCPM	F	PValue	FDR
330319	7052.89695738123	3961.40056886741	0.839576947910722	7.24671242219331	489.564960799629	2.51306127674171e-17	3.63237876940246e-13
56213	6325.04640660623	3640.66560550378	0.834026931280337	7.15148236667213	450.883870169875	6.36752165335963e-17	4.60180789888301e-13
320563	4932.79117353903	3053.00288816218	0.790216538580648	6.75317971965453	425.813505671648	1.21250397277237e-16	5.84184414081729e-13
67451	450.288269721185	149.772696956711	1.59538792309785	3.07299031378629	403.859720708407	2.19673596471841e-16	7.93790540850999e-13
225870	4117.70809822327	2665.72946778898	0.707155433126637	6.54157173871028	320.734877335696	2.86090566241269e-15	8.2703060889026e-12
108682	2732.63390551087	1618.59322357582	0.775226167274957	5.95655599186274	314.339229612129	3.57421257045182e-15	8.61027808221844e-12
20887	688.578321467656	211.618520795911	1.64382013377072	3.73850368890472	340.660170215568	9.20790705188506e-15	1.90130126468495e-11
13803	52995.7386055941	38179.0632527934	0.437401591576806	10.310353456144	280.300179574788	1.26104217204374e-14	2.27838794434004e-11
226115	191.350253846122	485.687134310516	-1.32962170170498	3.20583717286515	272.789559480147	1.69753707529619e-14	2.72624454292568e-11
68070	5449.55581598406	3513.5652310554	0.636339380729481	7.01838528975684	267.754828619139	2.08067915579815e-14	3.00741365179064e-11
50794	8692.10424103619	6187.93161961177	0.531274196546657	7.69754519685372	261.508059696903	2.69168194657801e-14	3.41971203719317e-11
22350	3563.31325672223	2251.40639203004	0.650625581405314	6.34573814320137	258.814944687719	3.01294786046701e-14	3.41971203719317e-11
76295	3747.56482073557	5084.23218607734	-0.586085123293489	6.92565865101043	254.941786403682	3.55012499817438e-14	3.41971203719317e-11
24066	653.86999010627	350.576178383236	0.971825145868206	3.9005907874125	253.193845559113	3.82582974143314e-14	3.41971203719317e-11
21946	262.231979537123	104.986292793609	1.44169109856041	2.39441912071878	252.461977043076	3.94809089377753e-14	3.41971203719317e-11
17289	1991.25238600001	1158.11113027776	0.7794584529894	5.46214352729073	251.690766217472	4.08152463988886e-14	3.41971203719317e-11
14623	2941.33541588014	1492.56755335209	0.972800771826002	6.00136119428627	331.755974435873	4.16583727717517e-14	3.41971203719317e-11
106878	353.42486145002	100.953246297845	1.87235970951447	2.74463777709636	272.987590464241	4.25867003386447e-14	3.41971203719317e-11
228880	9209.56468793538	6342.85603715555	0.529747445954424	7.74537572398772	246.492949841183	5.11900046626543e-14	3.89421224944213e-11
216892	3402.69640700045	2131.65893548433	0.700947466648653	6.28400608237629	248.195465020075	7.01688128197336e-14	5.07110010248215e-11
