	WTSD5	WTHC5	logFC	logCPM	F	PValue	FDR
ENSMUSG00000049076	3946.8	2907.8	0.442720761030381	6.37069506286073	142.149916596711	8.18223832201457e-14	3.15894269266265e-11
ENSMUSG00000021684	2210	2968.4	-0.423098768134491	6.08459199260762	140.032260795103	1.00953038772074e-13	3.80472773981703e-11
ENSMUSG00000021750	20986.4	12823	0.715065997886718	8.8130534122026	138.343807954417	1.40439295743928e-13	5.16979909844333e-11
ENSMUSG00000022324	1744.6	1084	0.699717027148477	5.06770063601992	135.736629505679	1.55843743812617e-13	5.50269890819448e-11
ENSMUSG00000033763	12449.2	15781.4	-0.333322884015896	8.48997545665469	135.699619582183	1.56435309159613e-13	5.50269890819448e-11
ENSMUSG00000027200	1747	2398.6	-0.467369685976461	5.72641526041522	134.639843792934	1.74423348987557e-13	6.0020591111392e-11
ENSMUSG00000025795	600.2	1094.2	-0.872524694843694	4.46350668732664	134.001779827922	1.92677466976172e-13	6.48913111652305e-11
ENSMUSG00000052397	5156.4	3570.2	0.544142185593821	6.83151555727738	132.777340367783	2.11546980682976e-13	6.97620241089756e-11
ENSMUSG00000027654	98.4	29.2	1.85505116995971	0.515549865234827	132.130490618802	2.26324524446585e-13	7.31120591319387e-11
ENSMUSG00000026864	16928.2	9039.2	0.916030331833346	8.24190493894255	140.82691885241	2.32487419305421e-13	7.36008672037102e-11
ENSMUSG00000040447	3296.8	2117.4	0.648840867206345	6.06039409348324	129.368657283247	3.02860879961704e-13	9.39997033120354e-11
ENSMUSG00000039349	4173	5956	-0.509379235318077	7.02750135702701	128.22274009485	3.42268117465902e-13	1.04187731372457e-10
ENSMUSG00000110218	99.2	40.6	1.3263795517607	0.577139427384002	127.485395106912	3.70466224041366e-13	1.1064358227077e-10
ENSMUSG00000036915	365.4	191.2	0.942765136524024	2.82017000912409	127.208380044707	3.81686271659975e-13	1.11883555446403e-10
ENSMUSG00000018537	3074.2	4168.6	-0.424405966539138	6.53708792150446	126.447466938577	4.14395701231383e-13	1.19263082814392e-10
ENSMUSG00000042978	4208.6	2710	0.651433982246594	6.3456127904478	125.841710434274	4.47540178131153e-13	1.26502026422108e-10
ENSMUSG00000052040	5956.4	4299	0.482807632358717	6.97236351753406	123.582229599894	5.66789637819197e-13	1.57398476790177e-10
ENSMUSG00000025473	409	200	1.04425671479113	2.73425745564793	121.454362972459	7.17869892482906e-13	1.95916595312274e-10
ENSMUSG00000022769	308.2	126.4	1.34693142482418	2.32772112905508	120.715990318864	7.85386792089237e-13	2.10709958169162e-10
ENSMUSG00000020785	6519.4	4798.2	0.447116445609889	7.10822070830323	118.782227273149	9.70371833077103e-13	2.56000262429624e-10
ENSMUSG00000037400	3971.6	5792.8	-0.556994472905793	6.98205205629622	117.726942722645	1.09462585108258e-12	2.84046436012889e-10
ENSMUSG00000007682	3840.4	2031.8	0.933113282514518	6.08973691008732	122.817309402986	1.15307649614677e-12	2.94387868669472e-10
ENSMUSG00000047155	165.2	260.2	-0.63356981537363	2.53599057449254	116.052643375443	1.32752778040822e-12	3.33546622794948e-10
ENSMUSG00000020571	4594.2	3072.6	0.599006701416105	6.53494844686304	115.812412734899	1.36502705098183e-12	3.37609581093615e-10
