	WTRS2	WTHC7	logFC	logCPM	F	PValue	FDR
ENSMUSG00000025790	2558.6	1866.6	0.462202493219181	5.81478523334108	122.201902136035	6.60439412045127e-13	3.37228885589107e-10
ENSMUSG00000025931	3572	2529	0.487844932950925	6.32109595683595	119.25965356403	9.19144418261144e-13	4.54660531145489e-10
ENSMUSG00000017009	834.4	496.4	0.740024471860969	4.20730212437278	116.224348127235	1.30139390342566e-12	6.0534204216276e-10
ENSMUSG00000048878	3297.4	2569.6	0.370962152606654	6.25273904803369	116.113805516026	1.31815566268991e-12	6.0534204216276e-10
ENSMUSG00000021866	2031.6	1359	0.591357634160007	5.45827882562423	115.981675855339	1.33849083806283e-12	6.0534204216276e-10
ENSMUSG00000067212	1504.8	1014.6	0.579802135172907	4.94188783735795	115.087919764297	1.48506038131955e-12	6.52972799330752e-10
ENSMUSG00000021676	4980.8	3026.8	0.736289905701291	6.63074535457852	117.628239948721	1.62895316043189e-12	6.68064432158143e-10
ENSMUSG00000025372	35779.2	29041.4	0.300910046111348	9.68852328043014	114.114098818065	1.66428013645267e-12	6.68064432158143e-10
ENSMUSG00000078161	1577.6	2066	-0.391483242602437	5.47256074092745	114.010700008404	1.68461085635796e-12	6.68064432158143e-10
ENSMUSG00000042807	2012	3102.6	-0.639080206588622	5.99433615291527	114.345575452466	1.68820375805962e-12	6.68064432158143e-10
ENSMUSG00000014782	288.8	136.2	1.09773001681224	2.54215832303648	113.691085740225	1.74913306568731e-12	6.75293348701571e-10
ENSMUSG00000024039	2659.2	1731.2	0.606999896264264	5.76335747706372	112.217391509722	2.08233033340019e-12	7.66839346420402e-10
ENSMUSG00000021684	2333.2	2991.2	-0.35993256744317	6.08459199260762	112.214104942336	2.0831443487319e-12	7.66839346420402e-10
ENSMUSG00000026864	14195.8	8205.2	0.799183652456892	8.24190493894255	118.850230875267	2.14164487097313e-12	7.70456742332582e-10
