	WTSD5	WTHC5	logFC	logCPM	F	PValue	FDR
17925	4066.01808941807	3661.69814115519	0.163020319682973	6.74875115383222	18.6931950256104	0.000233902888736903	0.00141280081646602
66274	903.82391596529	994.995898974575	-0.210036902578306	4.75164230971463	18.6865088329135	0.000234362169083523	0.00141456662810628
241159	338.202791594676	272.54365526521	0.416858246251675	3.13016502009465	19.0959505585643	0.000234482103232531	0.00141456662810628
11488	6351.07213152725	7271.28691748529	-0.13258126079876	7.55956271053115	18.6846673200762	0.000234488836373506	0.00141456662810628
56048	867.800074412959	972.86369839151	-0.226772860764721	4.67605431015846	18.6808124612083	0.0002347542314981	0.0014155768302351
65115	642.352084118229	758.260661595764	-0.232539724143745	4.29825119576561	18.6749345879809	0.000235159533892836	0.00141742948410636
72649	947.74703582646	1024.50560643353	-0.191397682032265	4.73932050480162	18.6707983516608	0.00023544519973206	0.00141855978196215
18021	456.059919338956	516.334236454477	-0.310085268345865	3.76302585950919	18.6651566605335	0.000235835447173246	0.00142031898060087
104457	546.179217097863	661.955541075548	-0.217800184423701	4.08383192698435	18.6558777808242	0.000236478817174705	0.00142360050955568
55947	313.339921281674	351.133089744229	-0.268796638318063	3.23005432531314	18.612796423257	0.000239491058326651	0.00144073434934809
224022	3173.67738451396	2768.99063946929	0.2594192470597	6.42844442445726	20.8817754546825	0.000239534372276455	0.00144073434934809
18143	2451.49571722227	2187.19704130619	0.14834768933108	6.03978648739888	18.6102775644693	0.000239668463059853	0.00144073434934809
56335	962.07610716194	794.756521768467	0.234864251022689	4.61761792394536	18.6094939486955	0.000239723682730189	0.00144073434934809
14461	154.04730526129	116.456838928221	0.463709585119074	1.99978582258829	18.6046068132623	0.00024006838073344	0.00144220630719915
24001	3497.59881206033	3049.95570904172	0.145519443370819	6.50042169092978	18.58819319305	0.00024123001224707	0.00144858271583679
170770	143.382596794389	205.461093971183	-0.42841566929473	2.29173323928029	18.5772379107141	0.000242008744881751	0.0014526554811133
234353	22117.2518475006	18141.3424425101	0.114313758387663	9.05393505832967	18.5607357786893	0.00024318692879412	0.00145912157276472
140577	2163.91530537653	1620.66097233445	0.357218528891749	5.6493513566218	22.6807147313069	0.000243611924801339	0.00146106504609069
56364	6486.17502419419	7131.54745959417	-0.125631602035705	7.56206554575587	18.5486906068802	0.000244050842089487	0.00146309036564141
70430	1921.08791581187	2012.46928085441	-0.156455395849499	5.78089045189338	18.5470796673635	0.000244166635976847	0.00146317767678663
19245	2490.26126995539	2350.72469370452	0.161797662300984	6.07724993499417	18.5407323459133	0.000244623461535067	0.00146530771364602
93714	488.754968936685	542.325052347359	-0.400405516389451	3.81013963424957	19.9681537214119	0.000244958648589358	0.00146670766640869
224523	125.341582258726	161.091619868997	-0.410545601403775	1.95631432667141	18.5277676300695	0.000245559441124267	0.00146969613333754
278279	429.221234534688	490.058475920385	-0.29767300372972	3.6646575654274	18.5194172948533	0.000246164350083562	0.00147270675335588
