	KOHC5	WTHC5	logFC	logCPM	F	PValue	FDR
66725	1578.5710275603	2182.65646378376	-0.454536508130791	5.9833815243077	96.7958580788286	2.02567956554094e-09	2.52581694418945e-05
19418	7870.41692768334	9248.201927399	-0.248590176209583	7.87381838151099	82.5096140055751	3.49497294062467e-09	2.52581694418945e-05
68708	1013.07353466451	1343.71186251083	-0.396569248644039	5.00572249717838	77.7316112544817	6.06569007929163e-09	2.92244948020271e-05
11434	204.835757368318	113.004664493091	0.822068120961144	1.83451840501679	60.1631516061944	5.94469056734133e-08	0.000214811393650879
16476	2155.84326146245	1659.86526159266	0.378550916913984	5.73262536185869	55.7617208070374	3.52430161683894e-07	0.0010188051113958
69440	3099.68512058599	3781.51780015133	-0.267171333818158	6.3843124490031	45.1161920762852	7.91232062935114e-07	0.00190607803961069
83762	1917.22176256425	2486.23195303555	-0.420365528151646	5.87537624751461	54.9939472168079	9.86080584396173e-07	0.00203611553812318
16835	1185.19962477263	966.440046330159	0.303866817320292	4.68328851968507	38.3503708426374	2.25211834190474e-06	0.0040690148142364
69219	4195.53394783878	3668.89133983597	0.182820751369421	6.82756648756705	33.958476572758	5.48884010133605e-06	0.00881507720274569
18030	344.237831519969	255.38924624738	0.462361312102296	3.37073639001984	33.72956005379	6.29681236437986e-06	0.00906668939632089
18628	1891.77973761336	2293.08316313733	-0.267636698539391	5.9880217497669	34.6831259309205	6.90006803372975e-06	0.00906668939632089
20677	704.713797331124	589.020016262629	0.295997677693836	4.05398246936202	32.0785866199985	8.21396025637027e-06	0.00989371512879799
74127	300.455990275248	201.825212971564	0.626643287650626	2.9939094775861	35.0166310589678	9.93306848136496e-06	0.0110440439868961
20604	6254.22028972333	5524.23324271279	0.223548345031788	7.29057148236627	31.4834950685827	1.37512145297559e-05	0.0141971467723637
12805	16920.3377187763	15258.3556935573	0.159400155957828	8.79321316288572	28.8954937063106	1.68093820830144e-05	0.0157677206865903
