	KORS2	WTRS2	logFC	logCPM	F	PValue	FDR
20315	2366.52290225565	2547.47857066214	-0.143451789298054	6.17303657545451	10.3899513331534	0.00254827075519441	0.293880336061349
52428	205.171405743357	170.405034151615	0.261692432364503	2.41108852389096	10.3667715787427	0.00257363905951466	0.294468891132343
239555	1070.79129772776	940.584955015225	0.139228949101046	4.8898378442053	10.3138814433233	0.00263253252838005	0.298375240938049
26413	23559.1531245658	24902.9662177825	-0.079562917648648	9.43904621565132	10.2994514906223	0.00264884771048161	0.298375240938049
54194	8249.1726134164	7415.83545814473	0.132698733141117	7.75155271811717	10.2627877231133	0.00269078651768744	0.300767837603971
74438	840.345082219472	756.216462873785	0.164022409176422	4.41930959556754	10.2410507158829	0.00271598352969581	0.301266844809235
319713	1167.30508973149	1275.13160841434	-0.144079015179167	5.39054431067213	10.2205740056764	0.00273994898598503	0.301268448922577
286940	3423.88900543471	3943.88460479197	-0.233221087076933	6.84108450765394	10.5904897706591	0.00276473821793161	0.301268448922577
21817	575.869969671199	470.640539707074	0.227250030875617	3.81230774037615	10.1715272339191	0.00279827035596473	0.301268448922577
320265	1736.89206153164	1540.15884553646	0.185285818021244	5.39188421507929	10.2176566834048	0.00279892922748248	0.301268448922577
73225	715.336528501342	624.063601979062	0.181706725382155	4.35889010169697	10.1312821032125	0.00284711069993141	0.304201217505172
56710	8930.39170687448	8063.78010853652	0.144391594093794	7.83552487124512	10.1118966469338	0.0028942693254092	0.306982682974607
59056	362.448429964202	416.906896227545	-0.229848061802015	3.50550476843222	10.0222338533765	0.00298405683823962	0.310004941503563
69047	56.4269525986877	73.2265461758434	-0.436205712712138	0.757925024095912	9.99326008480207	0.00302160814104413	0.310004941503563
56847	85.8455447885207	108.315318375563	-0.433616217134795	1.57063156120557	9.98462928615526	0.00303289087613499	0.310004941503563
13840	310.927014681234	267.101820672303	0.233544878419212	3.03009199037405	9.96452901777695	0.00305934116404367	0.310004941503563
218461	3078.70711130927	2882.00872280814	0.106116593992044	6.5628433080156	9.93946782543988	0.00309266347607291	0.310004941503563
16526	2203.99838398209	1994.95980999529	0.161664737409712	5.86771524958883	9.92567296993205	0.00312196336615369	0.310004941503563
26427	109.323938294796	88.9778024692398	0.338138383093786	1.36885452431634	9.91069854773759	0.00313139240883293	0.310004941503563
241638	9681.20935039446	10235.6507634934	-0.112508686514832	8.18164047091743	9.86591274818958	0.00319271202488699	0.310004941503563
171508	2837.42890138864	2631.84215542373	0.123049578797393	6.2339146559114	9.85732402983993	0.00320461666625374	0.310004941503563
71840	89.4309575446686	54.9002582756731	0.598219478308	0.314999994063068	9.89566976546323	0.00320680582798807	0.310004941503563
320311	703.61527635412	807.01929087901	-0.206082156646849	4.44560620041235	9.84786855272493	0.00321777729345572	0.310004941503563
27045	1085.88126610613	995.305806154369	0.146011047220828	4.8714574155883	9.84326045757438	0.00322421189312655	0.310004941503563
230857	2242.63258160634	2020.4521718072	0.124716560350924	5.98595373022686	9.84275176991	0.00322492304651518	0.310004941503563
225642	206.539005504655	260.407141239036	-0.364783494609683	2.69937856629556	9.9277957204063	0.0032364069316033	0.310004941503563
380967	547.460255016621	668.876164726151	-0.312468713263023	4.24960600651265	10.0988381511644	0.00326312074822384	0.310004941503563
20725	843.645804481206	733.793784759994	0.248106002431897	4.20174602233486	9.88509548446965	0.0033154128362739	0.310004941503563
16979	2453.53724587211	2268.21463402965	0.122203995725563	5.94855775194267	9.75656148475519	0.00334786021438951	0.310004941503563
231842	264.604098883589	318.537127174331	-0.299654018741696	3.45440209356141	9.81587364082333	0.00334911132026851	0.310004941503563
30805	216.144378674025	239.843947850815	-0.221958906829365	2.86717833148549	9.7506782984852	0.00335643137983789	0.310004941503563
