	KOSD5	KOHC7	logFC	logCPM	F	PValue	FDR
56213	6584.36335314334	3557.42169988567	1.00850193428334	7.16273695348183	377.64192434535	9.05903095398012e-22	1.31636778792285e-17
14623	3068.80290203032	1589.1834608042	1.06476378408213	5.95527148127093	352.583225344848	3.07478466746554e-21	2.23398480014709e-17
108682	2829.22286341753	1583.53453432655	0.815538979362644	5.87325239821944	312.686592472651	2.55511985313988e-20	1.23761488619918e-16
14605	3962.20733374334	1488.66383748715	1.48078615669282	6.0944162835249	391.33806118661	3.61632450854283e-20	1.3137202858409e-16
433904	3784.56611965587	2526.25633646561	0.65891592489105	6.49525027192062	253.139082145657	9.89809163486746e-19	2.87658339092518e-15
22228	880.268908657029	412.816103955039	1.18697535715166	4.04345479347823	230.286220265217	4.93356639598966e-18	1.1948275550021e-14
67451	453.926592578179	151.263486338519	1.57133476631734	2.94408845260674	219.542995735464	1.10131761086554e-17	2.28617802906959e-14
19416	352.988245396975	76.6347966913343	2.15989949777689	2.26823559205649	211.855883125963	2.6765400277246e-17	4.86160039285827e-14
17067	1140.15180092601	660.252911555307	0.867247485743111	4.6616820594459	202.018397762209	4.39829843669417e-17	7.10129717595589e-14
210135	1872.94715518205	1249.95734595074	0.545775611567808	5.44419472591675	189.227632650648	1.2900629206102e-16	1.87459042993868e-13
12696	1032.86160631205	2461.36506699076	-1.03902059032407	5.67815234551696	209.285454298791	1.64869468905992e-16	2.17792568424815e-13
71853	5310.07996541481	3086.03284452912	0.83435542394202	6.83944791264054	194.684231884174	2.33786300185517e-16	2.83095727332979e-13
231125	1772.41331109759	2823.70824631931	-0.674307233436081	6.01096953750736	179.013971829222	3.18475319681345e-16	3.23602649310725e-13
102075	300.695333557942	93.3053008138121	1.52516957422025	2.30740138827853	178.955761431114	3.20158541147893e-16	3.23602649310725e-13
75695	3283.4432849936	2244.45168020003	0.616438687060119	6.30528180359163	178.487386503705	3.34047191498237e-16	3.23602649310725e-13
74030	1697.09896382886	999.254154119219	0.757651258410239	5.15275210518126	177.255450663037	3.73686770701345e-16	3.39377654066327e-13
106878	377.918111575184	124.157323632033	1.65697281309286	2.68754414622487	176.721733040618	4.00019827152108e-16	3.41922829902781e-13
