	logFC	logCPM	LR	PValue	FDR
233060	-0.0995965030794162	2.39818279478318	0.743388240544812	0.388577660967603	0.981062390639285
23801	-0.112925427272132	2.29532505501956	0.743370501377921	0.388583320952254	0.981062390639285
277854	0.0483263878728369	6.11644545598065	0.743284386003312	0.388610799208812	0.981062390639285
214585	0.056852133094506	5.1012223717796	0.743269923610601	0.388615414235749	0.981062390639285
16403	-0.0817258457215981	4.19159800067134	0.742748046261156	0.388782000481619	0.981062390639285
171285	0.125067402665238	1.47005005639145	0.74256767166351	0.388839600808342	0.981062390639285
381410	-0.0695560269491229	3.83423783041987	0.742538516689502	0.388848912221833	0.981062390639285
17931	-0.044819370405845	6.49528542476605	0.742266920229827	0.388935669055763	0.981062390639285
93871	-0.0428683864093423	6.79075888831596	0.742239500348322	0.3889444294038	0.981062390639285
329972	0.19313182005031	0.193701853611428	0.742234954879638	0.388945881657874	0.981062390639285
110920	-0.0659281055232478	5.40905276829911	0.742167295842913	0.388967499291168	0.981062390639285
320919	-0.156941489572437	1.20030623066648	0.741730822911661	0.389106997346528	0.981062390639285
69871	0.129684278895686	2.33980121067478	0.741075728510333	0.389316501696824	0.981062390639285
100038411	-0.2250310964486	0.505881668934612	0.740680362247076	0.389443020971714	0.981062390639285
75694	0.218972857885017	0.763505152091282	0.740409262255479	0.3895298083638	0.981062390639285
68195	-0.127721865491091	1.68563421101053	0.740315037061363	0.38955997920403	0.981062390639285
226432	0.0322218787860473	7.93315238877851	0.74017164562323	0.389605899452911	0.981062390639285
15368	-0.156038908654969	2.06144416632509	0.740170045855429	0.389606411812623	0.981062390639285
213435	-0.152053085158258	2.29456087684522	0.73959413212655	0.389790923083355	0.981062390639285
233271	-0.0431791474153018	7.48354210458436	0.73949704117179	0.389822041398841	0.981062390639285
22153	-0.0510167793048742	9.63405783206227	0.739408501062805	0.389850422207708	0.981062390639285
77044	0.0492221728943949	5.54364523503435	0.739117920156811	0.389943586315516	0.981062390639285
20227	0.0388997047863211	5.96817747626171	0.73900775266812	0.389978915806307	0.981062390639285
381644	-0.07004241437393	3.50674581611131	0.738942074990849	0.389999980087316	0.981062390639285
544741	0.215282697539151	1.73890315993502	0.738646168809993	0.390094903924408	0.981062390639285
66691	0.0393844698825322	6.59494200992784	0.738543434598531	0.390127867795823	0.981062390639285
67574	-0.0917114467457902	3.04927171208792	0.738491283527926	0.390144602804176	0.981062390639285
67836	0.0630336057080729	4.40680796728013	0.737839484584164	0.390353848398048	0.981062390639285
320051	0.0603275288470561	4.95164527362421	0.737740245659154	0.390385720942923	0.981062390639285
15929	0.0375689150989946	7.03728264981906	0.737625576194132	0.390422553950516	0.981062390639285
12626	0.0463646500234125	5.33700886855072	0.737453138104127	0.390477952199025	0.981062390639285
67788	-0.0563870557231428	6.52437974911052	0.737153183504361	0.390574343801603	0.981062390639285
75723	-0.0608134773307632	4.93242187519444	0.736900033117378	0.390655721197099	0.981062390639285
19276	-0.0408033174527113	8.94056597942839	0.736714764078386	0.390715292929952	0.981062390639285
109241	0.0488301835979165	6.38048343707928	0.736607614750179	0.390749751851319	0.981062390639285
