	KOCTRL	WTCTRL	logFC	logCPM	F	PValue	FDR
18746	44810.8763351558	44767.5327569576	0.0239582584451129	10.2864190602494	1.2975024015399	0.26112822896539	0.846873786073203
17025	588.690684832708	582.580273171406	0.050699869689028	3.96236327298809	1.29737417848862	0.261151438588625	0.846873786073203
72519	1499.23560178288	1555.65870193614	-0.0397108365285499	5.49383907038342	1.29725717615603	0.261172619442659	0.846873786073203
269823	44.6308331577684	40.9059256025749	0.130108529305612	0.373328552757152	1.2970532791494	0.261209536005422	0.846873786073203
78339	9177.28633962251	8857.00741013812	0.0372982392959317	8.12177401944437	1.29700569934734	0.261218151519656	0.846873786073203
97112	666.00081336398	640.506052564308	0.0550200642263421	4.22094230701671	1.29632869653098	0.261340779013177	0.846873786073203
16515	567.19364413007	539.133040330684	0.0509989863019328	4.14145772859502	1.2949906593232	0.261583357155701	0.846873786073203
100502933	42.7736053317855	45.5650846513659	-0.133731040962922	0.263743473273973	1.29468789832469	0.261638285668729	0.846873786073203
94242	164.330194121181	170.695465269576	-0.0874083706544642	2.66707757022868	1.29446554992907	0.26167863464989	0.846873786073203
65257	463.894340262366	478.312962425532	-0.042239424850387	3.81150702379362	1.29439294045318	0.26169181261701	0.846873786073203
102209	795.918346095943	843.51739780139	-0.0608025435556245	4.41171573394873	1.29480003688132	0.261712574433331	0.846873786073203
14683	43844.1689444389	43423.4481601635	0.0228015904531856	10.2356618498812	1.29401351942036	0.261760687866596	0.846873786073203
12696	2375.24462555121	2339.5833367933	0.0872335890928098	5.6780738086455	1.30273861336336	0.2617888685359	0.846873786073203
30841	732.611577632252	703.872043174177	0.0418121027225578	4.39513443036947	1.29384330348755	0.261791594192248	0.846873786073203
78246	1526.24230193205	1556.60390893025	-0.0411642704700756	5.44604774653878	1.29380807630055	0.261797991018063	0.846873786073203
16323	137.706378342185	126.643439202123	0.105336815235635	2.19648688686059	1.29338659141108	0.261874542949527	0.846873786073203
78829	1467.05441378701	1429.87215800775	0.0495472903301676	5.40658210045034	1.29370057453163	0.261879000443225	0.846873786073203
225020	1387.99725589539	1415.50251046608	-0.0356851503392794	5.26010745401398	1.29317756565552	0.2619125176941	0.846873786073203
69740	304.137430851324	296.611087304399	0.0568043435877431	3.04776094468063	1.29218704482405	0.262092565891022	0.847267424908217
11911	2029.74309506415	2000.72583655279	0.0463782876677556	5.87387767984786	1.29187601440657	0.262237848636912	0.847286481465195
50884	21323.9282678217	21552.82363326	-0.0275356709861159	9.25897724548212	1.29138708732918	0.262238090214809	0.847286481465195
235330	61.5508863570727	56.440095928739	0.102307757595206	0.812802569784617	1.29119314089992	0.262273387490912	0.847286481465195
210801	1482.90268308743	1568.25315486998	-0.0487625090332695	5.35189745803165	1.29048034230655	0.262440139727873	0.847564187947723
245688	3886.38036359678	3967.84239408398	-0.0311607607076945	6.81521012348346	1.2900804635013	0.262476006177466	0.847564187947723
100041581	526.86006927198	570.137119701034	-0.10630838341184	3.88030423458656	1.29574948341961	0.262673599175773	0.847736538366325
19225	555.448441011696	521.297003688853	0.0850898143406467	4.26950685565817	1.29311486720206	0.262720174324565	0.847736538366325
58911	590.554063921876	575.294231806589	0.0417690711863652	4.05574698419535	1.28855324331306	0.262754437956511	0.847736538366325
110355	9588.62869448959	9686.0631770959	-0.0237072558454916	8.11324655924692	1.2883226156036	0.262796517037621	0.847736538366325
381269	200.686733051816	210.610358564837	-0.0717717558891575	2.434583446339	1.28784813349096	0.262883115480338	0.847736538366325
214240	15445.0208147121	14838.9615607583	0.0403714524357072	8.72015500368978	1.28837505434319	0.263009692938142	0.847736538366325
18142	519.947394472296	498.626174357177	0.0450201426934961	3.81267175813158	1.28698403956327	0.263040915999403	0.847736538366325
67425	117.901023373572	144.52580800038	-0.387594021997723	2.00808507583832	1.29761820986066	0.263041970366527	0.847736538366325
16765	5652.54172746864	5095.22722462064	0.150168213650378	7.20252841008584	1.29739037871428	0.263087698582408	0.847736538366325
268301	260.770032038378	278.973901696581	-0.0751367536972327	2.94378079642399	1.286299782164	0.26316596049664	0.847736538366325
240613	2469.8239851505	2475.15729256075	-0.0306057670556345	6.14645177774473	1.28600036292998	0.263220701642998	0.847736538366325
74694	5804.92189135949	5627.73387647087	0.0368062080894823	7.24667981804618	1.28595247279337	0.263229458475594	0.847736538366325
22256	69.4947497807882	64.9181242945783	0.102026386032992	1.06287739758553	1.28552331543243	0.263307947561992	0.847747574001977
216049	25779.7999314238	25204.7372607079	0.0236896968958274	9.49204776139109	1.28529582101812	0.263349566378427	0.847747574001977
66220	190.828083090605	181.200664046022	0.0795039778185993	2.30619550668757	1.28415697742448	0.263558037501647	0.848162495858412
432628	62.1155112181854	64.6509269503493	-0.0995411471764955	0.920159600807595	1.28377456258833	0.263628087675496	0.848162495858412
209176	73.7426076565783	78.9231607899574	-0.0955874336473489	0.941610068117491	1.2836354947127	0.263653567806238	0.848162495858412
210853	28.6850247802583	31.339654604541	-0.139761354528846	-0.0781131706775152	1.28304002741645	0.263762705335065	0.848198376618599
