	KOHC5	WTHC5	logFC	logCPM	F	PValue	FDR
58235	1368.06495321486	1363.98150080004	0.00909717506490836	5.57958549938155	0.00978586520326473	0.922755182346507	0.992292754807924
13848	8816.32733040175	9082.99137264001	-0.00301880312317785	7.85010894820771	0.00959457126729039	0.922787548854757	0.992292754807924
228866	1452.58870132965	1454.6175341193	0.00376774013183264	5.21913484998273	0.00959344838449756	0.92279205216444	0.992292754807924
114716	2569.6857138558	2547.40117692867	0.00923504613800259	6.40835536403444	0.009765653413257	0.922939398771871	0.992292754807924
59042	2403.24689025814	2497.30701459141	-0.00311295573709463	6.0649470551745	0.00955156245576727	0.922960225806534	0.992292754807924
100463512	1183.96527586511	1099.43874021471	0.0180309387797573	5.2216971529113	0.00976286468696764	0.923035437561691	0.992292754807924
20617	11795.1053599997	11835.4824808174	0.00309826300457316	8.31927723745859	0.00953115770623196	0.923042286571333	0.992292754807924
18472	22663.6450490518	22617.7571248805	-0.00235649254040531	9.30716802634753	0.00951493768536106	0.923107581128729	0.992292754807924
100504395	243.528721333773	242.075043944747	0.00831319486131047	2.84885907888443	0.00951135686313087	0.923122003491174	0.992292754807924
105000	4478.14328298605	4434.94288159025	-0.0030233615817584	6.99671056029969	0.00949677264626649	0.923180772214866	0.992292754807924
74026	5648.3813253097	5561.40239303365	-0.00317855898589324	7.4254312429012	0.00945887849061542	0.923333684309605	0.992292754807924
18127	478.930245835186	470.838097866078	-0.00619619265931322	3.68194637358885	0.00943054865556908	0.923448204220507	0.992292754807924
19417	16179.3142671674	15986.408747199	-0.00357263924064788	8.73461485882625	0.00945320135529585	0.923493212861598	0.992292754807924
71949	1672.83039956232	1639.29328824881	0.00419614699531839	5.49619331582611	0.00941860521411856	0.923496536174927	0.992292754807924
233033	2545.96505859209	2538.23555765961	0.00322832954902814	6.32147478034625	0.00941822095534044	0.923498091682416	0.992292754807924
229906	1075.87150595412	1061.79369785497	-0.00455437800439391	4.99193899810316	0.0094157265647276	0.923508189936321	0.992292754807924
66184	328.637951464984	328.73908297625	-0.0118143076914014	3.09418631686616	0.00951323387761971	0.923544095035921	0.992292754807924
76510	2625.55572274315	2643.43697500961	-0.00318672471713652	6.13884539691738	0.00935475237332271	0.923755458340275	0.992292754807924
229011	902.414615535411	905.879891599016	-0.00394025050383755	4.60936453352892	0.00935411550248323	0.923758045327315	0.992292754807924
