	KOSD5	KOHC5	logFC	logCPM	F	PValue	FDR
330319	7115.6	4083.2	0.968096969982243	7.23977852242812	678.923044753669	5.10116820353908e-19	7.37322852139538e-15
56213	6674.2	4158.8	0.928679577778244	7.1442081422278	596.735770474874	2.24922965244122e-18	1.62551826981927e-14
67451	458.2	151.4	1.78664654181659	2.98942069374183	528.569349323383	9.01564945342292e-18	4.34373990665916e-14
108682	2866.6	1863.2	0.835290554293312	5.94291608572178	387.35502506597	3.05803066269945e-16	1.10501937996645e-12
20887	779.6	249.8	1.81451924182137	3.66903227290055	458.821246067552	4.78517639078102e-16	1.38329879104698e-12
216892	3610.2	2284	0.839359499171222	6.27410877248217	377.231234493069	6.33142220231635e-16	1.43534047384151e-12
17289	2005	1277	0.910787476517558	5.44288942741145	360.030262030551	6.95128221730357e-16	1.43534047384151e-12
228880	9012.4	6826.6	0.600657546227117	7.74145594191156	330.905895056844	1.78385483473912e-15	3.2229797226649e-12
228608	1835	1209.8	0.840539343495108	5.31661734072402	307.281663911592	4.06375163903064e-15	6.3451734795286e-12
225870	3905.4	2937	0.677798805490352	6.53256967166888	305.149080778435	4.38990831571094e-15	6.3451734795286e-12
53417	683.2	194.6	2.04095356461592	3.45521647908117	429.471896751302	5.58406968521152e-15	6.99742191293337e-12
231070	1620.4	2763	-0.568739137417218	5.79593738346813	297.52351467578	5.80970318987654e-15	6.99742191293337e-12
106878	389.8	129.4	1.83142231908048	2.66365079821236	308.74833093949	6.293516318537e-15	6.99742191293337e-12
14623	3117.2	1801.4	1.01791677847265	5.98537499305246	388.811629124329	1.03210729678979e-14	1.02463532509018e-11
22350	3469.8	2611.2	0.653108316863658	6.33514929406156	281.672659909508	1.06334093512887e-14	1.02463532509018e-11
68070	5777.2	4286	0.62303949547103	7.01265783401339	273.513005557653	1.46957273089586e-14	1.32757526577305e-11
20971	1817.4	1039.4	1.00699453969833	5.22225482280089	323.861057343266	1.6218529455221e-14	1.37895661615155e-11
76295	3492	5626.8	-0.573997682873723	6.92997868186538	261.59719176101	2.39611075898894e-14	1.92407693946812e-11
328232	8114.2	5603.4	0.691332393591535	7.52808633374577	289.375557247434	2.75991763118398e-14	1.95178340171003e-11
50794	8716.8	6969.2	0.514510704807036	7.69467024164883	258.199257965991	2.76492517086516e-14	1.95178340171003e-11
226115	172.6	510.6	-1.31072243260159	3.26068620908779	257.603463487996	2.83571685595065e-14	1.95178340171003e-11
433904	3853	2930.8	0.546668527147301	6.48969447644253	254.456938870604	3.24367833622874e-14	2.13109666690228e-11
