	GeneID	Chr	Symbol	NExons	P.Value	FDR
96654	17190	18	Mbd1	15	0.37659169275378	1
51832	76137	13	Mcur1	9	0.376846233785455	1
88645	224833	17	AI661453	5	0.376910923918635	1
220301	27494	X	Amot	11	0.376944236770408	1
123294	229096	3	Ythdf3	7	0.37712000632595	1
127350	140493	3	Kcnn3	8	0.377194371910564	1
97761	108995	19	Tbc1d10c	10	0.377509133873332	1
208049	17920	9	Myo6	33	0.377607403031184	1
99009	78317	19	Ccdc88b	27	0.377810119854298	1
132249	229905	3	Kyat3	14	0.37793932395255	1
85104	381085	17	Tbc1d22b	13	0.3780951381071	1
210068	67320	9	Iqcf4	3	0.378272040855201	1
124763	212127	3	Proser1	13	0.378361066348689	1
34049	66330	11	1700020L24Rik	3	0.378374155396628	1
75522	223978	16	Cpped1	4	0.378447349907846	1
27295	319767	11	Atp10b	23	0.378535669705677	1
71691	73225	15	Fam118a	9	0.378553428483085	1
98577	18969	19	Pola2	19	0.378732108450175	1
77051	209018	16	Vps8	48	0.378958213582437	1
48486	70257	12	2010107E04Rik	4	0.379144837891595	1
33636	216987	11	Utp6	19	0.379245671816213	1
664	226896	1	Tfap2d	8	0.379345301094744	1
15355	353169	10	Slc2a12	5	0.379493570380527	1
47418	52668	12	Ifi27	7	0.379735675269945	1
86391	18132	17	Notch4	30	0.379825417425348	1
193851	211228	8	Lrrc25	3	0.379870905651664	1
11582	27878	1	Tada1	8	0.379921624474349	1
35087	18559	11	Pctp	6	0.380027770526048	1
117609	228602	2	4930402H24Rik	37	0.380058235294014	1
64053	14171	14	Fgf17	5	0.380073924176997	1
171011	21679	6	Tead4	12	0.380083419497875	1
105838	208618	2	Etl4	24	0.380117192547066	1
206442	270166	9	Clpx	14	0.38021444783226	1
125378	56544	3	Vmn2r1	6	0.380285534194683	1
31381	13385	11	Dlg4	20	0.380663526725544	1
137840	20104	4	Rps6	5	0.381050306284947	1
39204	20682	11	Sox9	3	0.381229323903865	1
4197	22779	1	Ikzf2	8	0.381378499132487	1
177040	22693	7	Zfp30	5	0.381483771797855	1
48807	69195	12	Tmem121	2	0.381656168300221	1
172906	69714	7	Tfpt	6	0.382039749069744	1
117087	12125	2	Bcl2l11	4	0.382280066170545	1
11352	74895	1	Ccdc181	6	0.382723458520871	1
12296	21346	1	Tagln2	5	0.382859736886536	1
172794	320204	6	Etfbkmt	5	0.382973986810744	1
94400	319262	18	Fchsd1	20	0.382999584223671	1
94458	53601	18	Pcdh12	4	0.383005846603958	1
12713	30928	1	Zbtb18	2	0.383297056740885	1
164692	66058	6	Tmem176a	8	0.383334032235292	1
15449	53331	10	Stx7	10	0.38334907401955	1
100859	72351	19	Ptar1	7	0.383550280322272	1
47652	212073	12	Syne3	20	0.383913366483776	1
73691	83797	15	Smarcd1	13	0.383957275319637	1
129008	21384	3	Tbx15	8	0.383962962066579	1
135094	60534	4	Fancg	14	0.384375733199204	1
54806	110789	13	Adgrv1	90	0.384970833933187	1
124898	12427	3	Ccna1	9	0.385057466578206	1
146867	57741	4	Noc2l	19	0.385090768122094	1
168863	101314	6	Brk1	3	0.385201495197121	1
96039	225631	18	Onecut2	2	0.385222466993257	1
219112	237010	X	Klhl4	11	0.385247077013143	1
48117	100503237	12	Gm19605	7	0.385728829429887	1
67926	83925	15	Trps1	6	0.385796110746964	1
44524	74724	12	4930512B01Rik	8	0.38601327723007	1
33344	276846	11	Pigs	12	0.386338210071294	1
43946	665155	12	Srp54b	16	0.386380067330469	1
22602	216343	10	Tph2	11	0.386668047366329	1
166114	232086	6	Tmem150a	8	0.386798945838492	1
206047	319480	9	Itga11	30	0.386927293239663	1
48217	69641	12	Wdr20	3	0.387160420225034	1
23756	237611	10	Stac3	12	0.387245507477951	1
92238	140792	18	Colec12	10	0.387363157666787	1
117476	80743	2	Vps16	24	0.387517286563078	1
147920	242860	5	Rsbn1l	8	0.387568764248903	1
113941	16909	2	Lmo2	5	0.387681233489121	1
127322	20416	3	Shc1	13	0.388137713478089	1
55404	14064	13	F2rl2	2	0.388468751035776	1
170501	14788	6	Gpr162	5	0.388499937355989	1
135409	242408	4	Fam221b	7	0.388741607822641	1
192587	408022	8	Primpol	15	0.388803493225347	1
161844	65255	6	Asb4	6	0.388840144441665	1
35421	217119	11	Xylt2	11	0.388943155934474	1
119138	228788	2	Ccm2l	9	0.389040681622037	1
118967	12995	2	Csnk2a1	13	0.389278236933586	1
51207	20708	13	Serpinb6b	7	0.389341482305859	1
49273	320145	12	Sp8	3	0.389480979702397	1
21882	17022	10	Lum	3	0.389526830129319	1
219522	320606	X	3632454L22Rik	6	0.389648023660361	1
213503	54636	X	Wdr45	11	0.389803565306055	1
72817	320709	15	Tmem117	8	0.389890558820636	1
80450	224419	16	Map3k7cl	5	0.390016469027767	1
68259	22770	15	Zhx1	5	0.390246268784295	1
178088	233115	7	Dpy19l3	19	0.390398053605771	1
126677	66614	3	Gpatch4	9	0.390437664238029	1
221576	245695	X	Tceanc	5	0.390454762189753	1
155301	100900	5	Hscb	6	0.390599780122394	1
23113	68212	10	Tmbim4	7	0.390620942334569	1
88022	71020	17	Spats1	8	0.390634258498513	1
78605	207227	16	Stxbp5l	28	0.390687223273101	1
139329	73133	4	NA	4	0.390849789135264	1
108373	100504305	2	Gm16534	2	0.390892428291121	1
215324	331401	X	Thoc2	39	0.390904928084568	1
118709	100216455	2	Gm14124	4	0.390913943767481	1
171710	13730	6	Emp1	5	0.391009879929258	1
83120	76917	17	Flywch2	3	0.391298026445049	1
140654	107995	4	Cdc20	10	0.391581927628785	1
170331	50908	6	C1s1	12	0.391985586648523	1
184084	20597	7	Smpd1	6	0.391999596801766	1
132630	14707	3	Gng5	3	0.392066803184222	1
4092	68691	1	Kansl1l	15	0.392351475736971	1
53762	238680	13	Cntnap3	24	0.392622344944901	1
43595	620583	12	Gm9804	2	0.392766977833417	1
197860	12550	8	Cdh1	16	0.392851693968978	1
115049	271842	2	Rpusd2	3	0.392870099582391	1
93354	574402	18	Gpr17	2	0.39325397098981	1
186069	18751	7	Prkcb	17	0.393257614309399	1
189289	79201	7	Tnfrsf23	6	0.393446702531331	1
131768	229841	3	Cenpe	46	0.393611136997614	1
128043	70737	3	Cgn	21	0.39371805374968	1
189115	16002	7	Igf2	6	0.393822776998824	1
5287	69368	1	Wdfy1	12	0.394076602135903	1
18008	73287	10	Cabcoco1	8	0.394182344601823	1
210714	112418	9	1700102P08Rik	4	0.394376943109693	1
74473	110542	15	Amhr2	11	0.394526637742337	1
199292	234814	8	Mthfsd	8	0.394563222517121	1
26927	18148	11	Npm1	12	0.394571111306396	1
44490	20663	12	Sos2	23	0.395071960902392	1
120903	17183	2	Matn4	12	0.395288355675125	1
33487	16859	11	Lgals9	11	0.39603177842775	1
109107	14594	2	Ggta1	9	0.396220268319721	1
22916	70574	10	Cpm	9	0.396778453062221	1
10938	381305	1	Rc3h1	20	0.396836270303446	1
45259	108156	12	Mthfd1	28	0.396896324863581	1
157333	109305	5	Orai1	2	0.397213864934909	1
205545	26968	9	Islr	3	0.397359940499969	1
16646	23828	10	Bves	8	0.39767659228799	1
157441	208104	5	Mlxip	17	0.397764846989814	1
32288	246788	11	Trpv3	18	0.397838579987369	1
130220	67495	3	Tmem167b	3	0.397925438629962	1
113208	100503319	2	Gm17281	2	0.397932699821532	1
220991	18675	X	Phex	22	0.39818788150555	1
8813	12654	1	Chil1	10	0.398328078699043	1
161969	213945	6	Col28a1	35	0.398522614052316	1
210721	434438	9	Ccdc36	7	0.39855557993014	1
26422	67030	11	Fancl	14	0.399013445596262	1
42676	20135	12	Rrm2	10	0.399065177859502	1
82216	100502686	17	Gm15946	2	0.39907952038772	1
202063	55934	9	Rp9	6	0.399100346172222	1
211769	74249	9	Lrrc2	9	0.399299803078366	1
53883	71226	13	4933433G19Rik	9	0.399364971239146	1
216704	22754	X	Zfp92	6	0.399791243225137	1
83351	654822	17	D330041H03Rik	6	0.399852702582749	1
1708	98258	1	Txndc9	5	0.399901493302024	1
117444	66766	2	Tmem239	2	0.399925986575767	1
217780	26905	X	Eif2s3x	12	0.400018073640001	1
43196	380753	12	Atxn7l1	12	0.400061128927936	1
180245	75744	7	Svip	5	0.400263076186476	1
42666	12879	12	Cys1	5	0.400269292082069	1
178701	272381	7	Lrrc4b	3	0.4004301288375	1
99232	20168	19	Rtn3	9	0.400562500868752	1
183711	269966	7	Nup98	23	0.400853518713602	1
110371	18779	2	Pla2r1	30	0.400875558861413	1
52501	26564	13	Ror2	9	0.401057419296239	1
73273	11512	15	Adcy6	22	0.40114993165861	1
141298	595136	4	Ndufs5	3	0.401219802438102	1
207268	319758	9	Rfx7	9	0.401271225394866	1
87822	78249	17	Adgrf4	10	0.401292345498121	1
88226	72322	17	Xpo5	32	0.401307973316743	1
24421	20431	10	Pmel	11	0.401412747821722	1
174274	666528	7	Zfp541	16	0.401551001428666	1
44696	319710	12	Frmd6	14	0.401572267020176	1
73232	69612	15	Kansl2	10	0.401664792366721	1
131567	16842	3	Lef1	12	0.401915653290833	1
79171	208171	16	Tmprss7	18	0.402195008866993	1
104876	66540	2	Fam107b	4	0.40230266399376	1
135498	73469	4	Rnf38	13	0.402409170992355	1
129000	70560	3	Wars2	6	0.40290025541551	1
21163	109272	10	Mybpc1	30	0.402957324025384	1
68000	18383	15	Tnfrsf11b	5	0.403201281596959	1
93468	402767	18	A830052D11Rik	3	0.403316473059957	1
34046	237891	11	Gas2l2	6	0.403548109930659	1
139477	12580	4	Cdkn2c	2	0.404012059992974	1
179050	100502630	7	Gm15545	2	0.404015992508905	1
66958	110082	15	Dnah5	79	0.404131859932169	1
46671	71818	12	3200001D21Rik	3	0.404398746518781	1
193251	17961	8	Nat2	3	0.404402306472165	1
82925	74149	17	Zfp946	7	0.404419144003958	1
221004	625253	X	Gm6568	2	0.404487308761957	1
113762	241576	2	Ldlrad3	6	0.404639154015625	1
47937	214663	12	Slc25a29	4	0.404853504323783	1
9083	93689	1	Lmod1	3	0.404884816762148	1
117224	668894	2	Gm14025	7	0.40504150354144	1
94882	107003	18	A330093E20Rik	4	0.405315860629983	1
181169	69170	7	1810026B05Rik	5	0.405380649190256	1
8995	329252	1	Lgr6	18	0.405482385876203	1
65618	69634	14	Clybl	8	0.405685885361591	1
209012	235534	9	Pxylp1	7	0.405819566152288	1
169043	70291	6	Mkrn2os	4	0.40596530418979	1
177472	71909	7	Haus5	19	0.406348634063103	1
30438	71860	11	Cfap52	14	0.406381375046124	1
116127	329506	2	Ctdspl2	13	0.406391869688586	1
202221	244757	9	Glb1l2	20	0.406450731275321	1
11159	55990	1	Fmo2	9	0.406535537660668	1
213389	20371	X	Foxp3	15	0.406585622985521	1
21314	216227	10	Slc17a8	12	0.406680721711426	1
131031	29815	3	Bcar3	12	0.4068540234104	1
142908	93760	4	Arid1a	20	0.406924381289393	1
77131	319765	16	Igf2bp2	16	0.407045253504154	1
38916	104681	11	Slc16a6	7	0.407234688300574	1
117008	100861602	2	NA	2	0.407407744723218	1
69267	67038	15	2010109I03Rik	3	0.407651777997184	1
5745	71141	1	4933407L21Rik	3	0.407769384586125	1
130563	12814	3	Col11a1	67	0.4081428267665	1
65254	23888	14	Gpc6	10	0.408365276746402	1
212360	320256	9	Dlec1	37	0.408462243884879	1
137557	17475	4	Mpdz	47	0.408587284009529	1
136577	67103	4	Ptgr1	10	0.408614300147875	1
91911	11516	17	Adcyap1	5	0.408676631026925	1
42059	23967	12	Osr1	3	0.408723210149941	1
121923	100043911	2	Ppp4r1l-ps	15	0.408871806183047	1
169660	330406	6	B4galnt3	20	0.40914177284597	1
126666	73940	3	Hapln2	7	0.409169562120291	1
191110	18970	8	Polb	14	0.409282552425523	1
96158	240354	18	Malt1	16	0.409297830346968	1
105601	17533	2	Mrc1	30	0.40935271157126	1
182190	170460	7	Stard5	6	0.409362374607341	1
56390	238871	13	Pde4d	17	0.409393787333479	1
29847	22368	11	Trpv2	16	0.409588179526881	1
89607	64144	17	Mllt1	12	0.409778919234333	1
3659	100042533	1	Gm11578	2	0.409864214659762	1
136621	22234	4	Ugcg	9	0.40989809836611	1
85983	81630	17	Zbtb22	2	0.410159491437753	1
73648	11831	15	Aqp6	5	0.410164136642694	1
37583	268490	11	Lsm12	5	0.410202004382906	1
129492	19260	3	Ptpn22	21	0.410354257584784	1
177873	233103	7	4931406P16Rik	13	0.41047276975212	1
35734	11951	11	Atp5g1	5	0.410503717386696	1
18028	69288	10	Rhobtb1	14	0.41091000855607	1
195978	257632	8	Nod2	13	0.410975465496531	1
19844	66932	10	Rexo1	15	0.411158303281588	1
41205	17134	11	Mafg	3	0.41151599319036	1
101740	76073	19	Pcgf5	9	0.411684381035482	1
56541	13206	13	Ddx4	22	0.411925281523789	1
143463	15552	4	Htr1d	2	0.412028569644263	1
51232	282663	13	Serpinb1b	7	0.412031567925	1
198670	56773	8	Chst5	2	0.412208101350801	1
186797	54204	7	Sept1	11	0.412349629413619	1
208732	26432	9	Plod2	20	0.412488822208651	1
184694	11717	7	Ampd3	15	0.412628193831224	1
7420	70750	1	Kdsr	10	0.41275751246609	1
3032	73467	1	1700066M21Rik	2	0.412922486310322	1
47402	68149	12	Otub2	8	0.413022559813291	1
71265	67130	15	Ndufa6	3	0.413051462775613	1
103528	57344	19	As3mt	11	0.413137359658372	1
71775	105975	15	AU022754	5	0.413208583177831	1
121046	415115	2	Neurl2	2	0.41324697230718	1
107489	64930	2	Tsc1	23	0.413247481668112	1
204530	382137	9	Fdxacb1	5	0.413371445248312	1
123070	66230	3	Mrps28	3	0.413375877429098	1
166668	17768	6	Mthfd2	8	0.413385395894716	1
23587	80904	10	Dtx3	6	0.413386337583365	1
94893	28105	18	Trim36	11	0.413511694502842	1
43205	75040	12	Efcab10	4	0.41351354376335	1
145916	110326	4	Tas1r1	6	0.413745890309496	1
64242	67381	14	Med4	7	0.414182184292527	1
62627	75965	14	Zdhhc20	13	0.414258290578654	1
54853	320919	13	A230107N01Rik	2	0.414309002062129	1
102603	18648	19	Pgam1	4	0.414366067154954	1
37299	69847	11	Wnk4	19	0.41441044374765	1
187825	11489	7	Adam12	23	0.41453269280964	1
181894	233410	7	Zfp592	10	0.414670448043214	1
161166	77521	5	Mtus2	15	0.414913298477147	1
50484	193452	13	Zfp184	6	0.415022877218875	1
75598	74108	16	Parn	24	0.415050847830683	1
38364	192775	11	Kcnh6	13	0.415371834168095	1
75218	74720	16	Tmem114	4	0.415429786950413	1
182552	319711	7	E230029C05Rik	3	0.415447132888946	1
123951	72607	3	Usp13	21	0.415472582829177	1
124572	67161	3	Sclt1	21	0.415520213190083	1
86847	51793	17	Ddah2	7	0.415682685321824	1
204518	69253	9	Hspb2	2	0.415788316170675	1
71195	76457	15	Ccdc134	7	0.415916699642136	1
36323	13866	11	Erbb2	27	0.415938298963028	1
210258	56808	9	Cacna2d2	39	0.416080804427925	1
206527	71973	9	Rbpms2	8	0.416257296544443	1
96427	108654	18	Fam210a	4	0.416261941023245	1
40021	69535	11	Ten1	4	0.416306365349087	1
34073	70439	11	Taf15	16	0.416345926929775	1
195390	17095	8	Lyl1	4	0.416396718915758	1
72023	69120	15	1810021B22Rik	4	0.416449311385668	1
72414	11434	15	Acr	5	0.416490615821286	1
167632	66277	6	Klf15	3	0.416708869750838	1
79327	224170	16	Dzip3	32	0.416726731531958	1
24989	71962	11	Gatsl3	9	0.417333220599623	1
67711	239408	15	Tmem74	2	0.417630984033459	1
34307	192970	11	Dhrs11	7	0.418491258377005	1
186325	74204	7	Xpo6	24	0.418613391055079	1
23774	104080	10	Nxph4	2	0.418952370056988	1
212287	69274	9	Ctdspl	8	0.419042166873734	1
200902	244694	9	Kdm4d	2	0.419096377381571	1
19255	21830	10	Theg	8	0.419510339218794	1
58995	75901	14	Dcp1a	10	0.419517619790361	1
93055	13527	18	Dtna	22	0.419754177989003	1
142697	19891	4	Rpa2	9	0.419996543194622	1
38441	72047	11	Ddx42	18	0.420008059984555	1
13933	76843	1	Dtl	15	0.420101023432039	1
122026	66390	2	Prelid3b	6	0.420174693969334	1
40820	672511	11	Rnf213	69	0.420377817155431	1
135274	22004	4	Tpm2	9	0.42054415206743	1
216441	236848	X	Tmem185a	6	0.420585030108471	1
220722	66611	X	Ribc1	8	0.420609744891273	1
29829	22187	11	Ubb	2	0.420706338345902	1
128379	229595	3	Adamtsl4	18	0.420796227296441	1
192919	108150	8	Galnt7	13	0.420915293112743	1
67330	26942	15	Spag1	19	0.421076526810818	1
105680	77940	2	A930004D18Rik	3	0.421152135578495	1
112113	545428	2	Ccdc141	24	0.421171279618867	1
31525	66172	11	Med11	3	0.421265057580008	1
26378	216578	11	Papolg	22	0.421616351387252	1
18171	216080	10	Ube2d1	7	0.421663367069325	1
23262	216393	10	D930020B18Rik	13	0.421665463003223	1
2643	227094	1	Nemp2	9	0.421724785077684	1
62781	50769	14	Atp8a2	36	0.422152177900117	1
77273	106344	16	Rfc4	11	0.422204120664564	1
13450	15284	1	Hlx	4	0.422235710902897	1
177550	73712	7	Dmkn	21	0.422262215160658	1
212044	100504715	9	Tmppe	2	0.422402602773262	1
17895	30045	10	Dnajc12	6	0.422455813635578	1
163422	208164	6	Fam180a	3	0.42264636573317	1
192475	212392	8	Ccdc110	7	0.422705697025863	1
77791	224109	16	Nrros	4	0.423050870389907	1
197783	330836	8	Slc7a6	10	0.423056742668604	1
163248	14187	6	Akr1b8	10	0.423101528442884	1
33804	103743	11	Tmem98	7	0.423160368969245	1
45860	70127	12	Dpf3	9	0.423500702044128	1
196608	234582	8	Ccdc102a	9	0.423772323787316	1
73973	11482	15	Acvrl1	11	0.423882627984327	1
155892	77832	5	Tchp	13	0.424116670462293	1
178464	210105	7	Zfp719	4	0.424266665809645	1
207134	64008	9	Aqp9	6	0.424438612896144	1
176185	170742	7	Sertad3	2	0.424502844327017	1
151541	333789	5	N4bp2	20	0.424548742631997	1
152934	16069	5	Jchain	4	0.424679035937321	1
37171	21428	11	Mlx	8	0.4249341690315	1
193789	66462	8	Rex1bd	5	0.425291572257958	1
201560	100503569	9	Gm16754	3	0.425455387639117	1
206716	235441	9	Usp3	15	0.425478028075024	1
148987	231086	5	Hadhb	16	0.425542532679551	1
77069	100043489	16	1300002E11Rik	6	0.425795963797254	1
11997	71740	1	Nectin4	9	0.4258939951987	1
132284	320072	3	A830019L24Rik	4	0.425923073190275	1
189863	15568	8	Elavl1	6	0.425990814752698	1
129843	12508	3	Cd53	8	0.426489053747465	1
178277	67607	7	Zfp788	6	0.4264898744459	1
110562	170738	2	Kcnh7	16	0.426497068692674	1
39648	14784	11	Grb2	6	0.426588121661778	1
70322	72709	15	C1qtnf6	3	0.426733214241593	1
205183	66867	9	Hmg20a	10	0.426930126520934	1
115324	68925	2	Rpap1	26	0.427096939957232	1
59954	105450	14	Mmrn2	7	0.42748483936563	1
22073	67405	10	Nts	4	0.42753802387214	1
55621	105372	13	Utp15	13	0.427650801712328	1
41597	74173	12	Rab10os	7	0.427671269787874	1
24243	72002	10	Slc39a5	12	0.427800035697406	1
182785	14389	7	Gab2	10	0.42780562465892	1
168989	232334	6	Vgll4	5	0.427924942103072	1
5380	210293	1	Dock10	56	0.428161803839081	1
55208	57748	13	Jmy	11	0.428245071913885	1
179617	100502828	7	Gm19401	2	0.428254969885025	1
37308	68107	11	Cntd1	7	0.428922357927102	1
136108	14211	4	Smc2	25	0.429080138120883	1
73437	74775	15	Lmbr1l	17	0.429150910804749	1
186220	16190	7	Il4ra	11	0.429321500719036	1
154260	13406	5	Dmp1	6	0.429383173953976	1
12202	12372	1	Casq1	11	0.429435883917709	1
131807	67006	3	Cisd2	3	0.429617025046874	1
145241	18822	4	Plod1	19	0.42964503461	1
175310	100503506	7	Gm19733	2	0.429698749263211	1
79017	117606	16	Boc	19	0.429855115519464	1
16179	67239	10	Rpf2	10	0.430031117533936	1
95769	328967	18	Arhgef37	13	0.430082938853333	1
99428	67706	19	Tmem179b	5	0.430112886603135	1
14941	66201	10	Vta1	8	0.430122464998259	1
1291	19253	1	Ptpn18	15	0.430191321451102	1
155500	74376	5	Myo18b	44	0.43021483532564	1
197340	234683	8	Elmo3	20	0.430272142025265	1
78610	74197	16	Gtf2e1	5	0.430308553784055	1
183324	68185	7	Coa4	2	0.430420257113708	1
53850	67530	13	Uqcrb	4	0.430585751416751	1
199513	234839	8	Piezo1	51	0.430713164079807	1
185506	20216	7	Acsm3	16	0.430758547975931	1
96417	70799	18	Cep192	46	0.430839198223844	1
16163	215929	10	Mfsd4b1	4	0.430920295436975	1
38208	16416	11	Itgb3	15	0.431002690539744	1
62050	56739	14	Rec8	20	0.431190942004437	1
130339	329739	3	Fam102b	11	0.431237917856929	1
163327	101240	6	Wdr91	15	0.431242153058857	1
160964	245880	5	Wasf3	10	0.431245270051643	1
132535	214804	3	Syde2	7	0.431257862427551	1
74812	268857	16	Nlrc3	18	0.431526526203633	1
62639	68514	14	Micu2	12	0.43154888481807	1
17783	327762	10	Dna2	21	0.431686782780504	1
216527	12789	X	Cnga2	7	0.431724021160842	1
53154	75050	13	Kif27	17	0.431959236534424	1
84522	70772	17	Ggnbp1	8	0.432041094622572	1
27717	14257	11	Flt4	30	0.432355803122421	1
106366	97031	2	Tprn	4	0.43246811031636	1
217838	72345	X	Amer1	2	0.432543725991592	1
95552	104027	18	Synpo	4	0.43265953245351	1
176884	243897	7	Ggn	3	0.432703243600895	1
6099	20215	1	Sag	16	0.432822894412534	1
176187	55942	7	Sertad1	2	0.4328675815015	1
42132	209550	12	Rad51ap2	3	0.433079731343717	1
193239	18166	8	Npy1r	3	0.433264638231453	1
118498	78774	2	Cfap61	7	0.433266948368651	1
103517	66439	19	Borcs7	5	0.433334467983796	1
115205	68142	2	Ino80	36	0.433670891517244	1
143053	72690	4	Grrp1	2	0.43391130056994	1
126828	68957	3	Paqr6	8	0.434142495664558	1
206609	68250	9	Fam96a	5	0.434193521338038	1
156075	17690	5	Msi1	15	0.434273677205033	1
44720	19167	12	Psma3	11	0.434456009520321	1
205695	23806	9	Arih1	14	0.434514613501412	1
218138	71584	X	Gdpd2	16	0.434563504384316	1
199274	15900	8	Irf8	9	0.434607984596789	1
146299	242800	4	Ttc34	7	0.434765241098094	1
195962	71607	8	Snx20	4	0.434861963113852	1
119126	68559	2	Pdrg1	5	0.434931532908267	1
28198	320027	11	Fstl4	16	0.434940523336525	1
183447	56018	7	Stard10	7	0.435214332622552	1
76101	76872	16	Ccdc116	4	0.435662556761421	1
187632	12237	7	Bub3	8	0.435707721799579	1
28624	215335	11	Slc36a1	11	0.435865117081566	1
92066	791318	18	Gm10125	7	0.436198650329907	1
63560	105440	14	Kctd9	12	0.436290272553004	1
31955	327959	11	Xaf1	6	0.436445662303269	1
99223	108899	19	2700081O15Rik	5	0.436520670798265	1
114989	18796	2	Plcb2	32	0.436793779248029	1
25142	11764	11	Ap1b1	24	0.436819859239891	1
139785	21349	4	Tal1	4	0.436863684011672	1
174942	69547	7	Nkpd1	4	0.43687143560202	1
7383	227449	1	Zcchc2	13	0.436872902854864	1
134607	14595	4	B4galt1	6	0.437034384549856	1
163274	100861595	6	NA	3	0.437300959766788	1
108552	13481	2	Dpm2	4	0.437342203399201	1
85947	54127	17	Rps28	4	0.437632186349356	1
161981	252875	6	Mios	12	0.437741890201079	1
153402	52331	5	Stbd1	2	0.437801064530114	1
174177	100417675	7	Nlrp5-ps	15	0.437991029176099	1
104210	226245	19	Plekhs1	13	0.438268954936182	1
26356	19696	11	Rel	10	0.438378334759069	1
10060	98685	1	Trmt1l	15	0.438416422874636	1
204928	244885	9	Sh2d7	4	0.438748662252558	1
82948	240041	17	Zfp945	6	0.438794230239874	1
205783	71599	9	Senp8	4	0.438822502174967	1
30686	18626	11	Per1	24	0.439092945739728	1
56945	100040377	13	NA	3	0.439137146857736	1
140235	74464	4	Zswim5	14	0.439216016806891	1
176457	22695	7	Zfp36	2	0.439296003267391	1
164615	243369	6	Sspo	103	0.439359751075738	1
69459	332110	15	Mapk15	14	0.439545295609249	1
61201	56335	14	Mettl3	11	0.439807988467604	1
132149	22253	3	Unc5c	16	0.439829114603992	1
97113	18018	18	Nfatc1	11	0.439856680080318	1
5853	26895	1	Cops7b	7	0.439893692164331	1
90721	50850	17	Spast	17	0.440400022932734	1
114753	399568	2	BC052040	11	0.440812934955695	1
68293	76773	15	Wdyhv1	6	0.441241197728557	1
195600	68628	8	Fbxw9	10	0.441529783674366	1
14453	67141	10	Fbxo5	5	0.441717020668678	1
125472	56706	3	Ccnl1	11	0.441766751723947	1
161215	15289	5	Hmgb1	5	0.442128120743255	1
159524	624083	5	Gm15753	2	0.442250072134123	1
144270	242726	4	Padi6	16	0.442447672177446	1
114916	20813	2	Srp14	5	0.442758621680006	1
76110	22195	16	Ube2l3	4	0.442822199356684	1
194497	270066	8	Slc35e1	6	0.442873061557455	1
41893	320817	12	Atad2b	31	0.442921336892639	1
105238	353282	2	Sfmbt2	25	0.442929874567962	1
213163	17281	9	Fyco1	20	0.442956862662869	1
215644	209224	X	Enox2	16	0.44297890958157	1
102738	52013	19	R3hcc1l	7	0.443135762189473	1
170150	73149	6	Clec4a3	7	0.443252482362662	1
83264	72016	17	Tedc2	10	0.443348793337043	1
205571	69106	9	Stoml1	8	0.443371836348615	1
211934	18571	9	Pdcd6ip	18	0.443394979220732	1
116576	99100	2	Cep152	28	0.443404899885776	1
74289	75705	15	Eif4b	15	0.443545320843128	1
79728	100503632	16	Gm16892	4	0.443586889830859	1
219316	108062	X	Cstf2	14	0.443751935026552	1
145042	21938	4	Tnfrsf1b	10	0.444063460963818	1
125925	329679	3	Fnip2	17	0.444130108403067	1
160201	17425	5	Foxk1	9	0.444142370947647	1
79772	78749	16	Filip1l	6	0.444524433568714	1
52541	14057	13	Sfxn1	11	0.444628321855755	1
54809	80289	13	Lysmd3	3	0.444978260896303	1
200453	69149	9	Kbtbd3	4	0.445559605768938	1
134371	12801	4	Cnr1	2	0.445693466207479	1
79662	320712	16	Abi3bp	41	0.445719028919156	1
215734	385354	X	Frmd7	12	0.445744036375024	1
98444	26403	19	Map3k11	12	0.445783445888719	1
205187	235402	9	Lingo1	4	0.445897686878419	1
185841	12585	7	Cdr2	5	0.446055872624363	1
37999	53859	11	Map3k14	16	0.44645826103269	1
50182	192136	13	Sugct	14	0.446482589999629	1
22163	321001	10	C230021G24Rik	2	0.44665252847739	1
14890	66757	10	Adat2	6	0.446707146337924	1
78660	239845	16	Gpr156	10	0.446761635755092	1
112502	66958	2	Tmx2	8	0.44701573339176	1
179297	15464	7	Hrc	6	0.447156177336709	1
115876	75894	2	Adal	10	0.44740473166264	1
17694	56200	10	Ddx21	15	0.447621760827663	1
30395	93896	11	Glp2r	13	0.447957196096948	1
62598	50523	14	Lats2	9	0.449394831390937	1
194174	84094	8	Plvap	6	0.449414530672884	1
110179	227933	2	Ccdc148	14	0.449503323908008	1
122690	73368	2	Col20a1	36	0.449649258484293	1
199393	22761	8	Zfpm1	10	0.449667897139301	1
155161	381668	5	Fbrsl1	20	0.449926722319902	1
189993	384783	8	Irs2	2	0.449954943637367	1
217174	214601	X	Slc10a3	3	0.450302604820833	1
119924	266692	2	Cpne1	17	0.450314456368274	1
44838	104771	12	Jkamp	7	0.450658883950854	1
81959	67791	17	6530411M01Rik	3	0.450917125902584	1
212626	13051	9	Cx3cr1	2	0.451323339526241	1
116041	269344	2	Ell3	11	0.451698683679583	1
117293	16175	2	Il1a	7	0.451711954590478	1
122765	229003	2	Helz2	19	0.451920335670765	1
182139	101592	7	Efl1	20	0.452056945724697	1
82406	72057	17	Phf10	12	0.452063571060502	1
61538	69089	14	Oxa1l	10	0.452147727906354	1
126428	170643	3	Kirrel	16	0.45215995443281	1
