	KOSD5	WTSD5	logFC	logCPM	F	PValue	FDR
68708	956.481182427357	1223.73388617367	-0.37370204550773	5.00590554578589	73.0770257202492	2.35679642024264e-10	3.42466087825459e-06
11434	118.348100667168	62.761075131369	0.917650615209122	1.91340194530012	66.8592600817693	7.10315236542705e-10	5.16079535110102e-06
14313	176.137750502106	105.529801991845	0.854838742883729	1.66956064330374	46.2582923302271	4.7588068180734e-08	0.000230500739578082
73284	1028.27139695398	789.434922351635	0.381191190053447	4.82838945436124	42.7982349416598	1.06927090652067e-07	0.000388439388566297
69440	2246.97089465669	2707.96669086184	-0.284806753990467	6.39775702546294	36.1955526716091	5.57030847902228e-07	0.00161884305017345
13108	0.883572855791079	38.4004800791742	-5.08932078178698	-1.84315822367624	34.4643091900982	1.5732971645651e-06	0.00381026351638258
271305	600.217215956943	462.34082933004	0.383412733143641	3.97276354284139	30.3523620251268	2.74538168931802e-06	0.00569902018964002
21685	12465.5830758035	14114.9861723139	-0.196202460761077	8.54879176245951	26.3240326017055	8.99429667324616e-06	0.0148864104296392
223827	768.18533004941	647.138253326395	0.28438967052173	4.27133793802054	26.2426245260235	9.22012895648977e-06	0.0148864104296392
19009	3927.94021525901	4780.97664917753	-0.27440402859992	7.0998232058305	25.7964215304045	1.1332050263175e-05	0.0164666022374196
20346	1075.70813795114	936.969912411078	0.257498174304527	4.78230944889569	24.2490313461248	1.71078405301643e-05	0.022599457340347
108097	2574.66378670121	2940.00874168706	-0.193444912158564	6.11462129037866	23.8171035642843	1.96151543927441e-05	0.0230909084681892
63953	246.950506765783	204.046427736372	0.327359120787925	2.75811290250038	23.6543616226274	2.06580283591259e-05	0.0230909084681892
30805	226.065510854291	273.522913088342	-0.329548738016715	2.86716221736295	22.6602133539551	2.84410744066133e-05	0.0295198037287498
217082	7862.8158218981	9002.30698301527	-0.169750152959553	7.84879973362258	22.0172197977785	3.50828133799022e-05	0.0331929258599138
11516	1204.67082644852	962.918291544967	0.36456732155227	5.02914845300491	22.4651695750316	3.65485385560953e-05	0.0331929258599138
17181	1738.22225093813	2028.79780905194	-0.240538021559947	5.47768872254394	21.6960733249335	3.89962847440834e-05	0.0333326478597809
