	KORS2	KOHC7	logFC	logCPM	F	PValue	FDR
381922	48.3776147628944	30.249961173251	0.6839715379809	0.492471795835586	11.3954673912076	0.0017183768297886	0.00945107256383731
228866	1256.64453241008	1442.67347444407	-0.158909745960825	5.23162861889912	11.3891442665581	0.00172286197356782	0.00947215563296029
12615	79.8625840618164	61.0645771527766	0.417284195498381	0.987311337396223	11.3849162714189	0.00172586793011815	0.00948509337842167
66824	47.9142827220529	68.8272327630005	-0.474638374683337	0.702064425444307	11.3827026556981	0.00172744395558321	0.00949016564029475
17133	39.4341590636225	24.1111428374315	0.746946788019685	0.0332718445149601	11.380172566235	0.00172924717350207	0.00949557000179158
81905	1624.52816116695	1531.86311779851	0.183375606678919	5.47135029694847	11.3789128596523	0.00173014572363201	0.00949557000179158
28106	952.69762291376	901.161862680317	0.152122709097779	4.68763961814419	11.378573194624	0.00173038809199257	0.00949557000179158
14633	244.469853839323	191.086167970922	0.348514532988998	2.58415095064325	11.3741650079098	0.001733536832932	0.00950925772719322
83486	5619.78679529982	6077.57844988793	-0.129275574791822	7.38366457768664	11.3691899556218	0.00173709779688771	0.00952519550436805
100038570	47.5669526226141	71.9364050122393	-0.502627723288581	0.907832398237942	11.3602751184054	0.00174349817442775	0.00955668501418698
76137	726.933744258954	823.371172601505	-0.157946170175912	4.46137842653472	11.3590382707563	0.00174438814263847	0.00955795780568611
104771	1530.10981412153	1416.93675004167	0.151795000646847	5.36309880961506	11.350825863061	0.00175030960102042	0.00958678809364028
50523	744.510185670962	638.951308346615	0.186561589332226	4.30094657632838	11.3448206387596	0.00175465311432294	0.00960695719827678
26920	639.976972269986	728.921120315717	-0.246791630090386	4.29209302290804	11.3363615200794	0.00176238801674278	0.0096456724185647
13200	2878.92441962651	2765.74871852269	0.11396236831098	6.3132585220505	11.3254403289493	0.00176874898331077	0.00967684167036474
230753	3787.69919305164	3525.27842590669	0.0890603228592535	6.66843079869412	11.3201412225422	0.00177262409298369	0.00969439243325029
72804	39.6759763664875	64.6141623225824	-0.620933762373919	0.566751435895718	11.3153425046565	0.00177614106511379	0.00970997209073304
70599	1825.77813591629	1660.42271047613	0.145253865662623	5.62609667028204	11.3080482783192	0.0017815012002876	0.00973457593411633
13056	2714.68496647601	2589.72183827992	0.148694723731876	6.25481154565203	11.3073959228814	0.00178198141798565	0.00973457593411633
229521	29784.0073409161	32034.8939267231	-0.0965303999963665	9.74973248652546	11.3046609383997	0.00178399621692755	0.00973700676330733
19023	28.9575777318758	17.4448543972793	0.657085545073578	-0.203240572387854	11.3032704658443	0.00178502147355879	0.00973700676330733
53901	9141.41495769653	8014.54806111281	0.146149011599563	7.90131934334554	11.3028052465777	0.00178536463998207	0.00973700676330733
56703	1077.91027070333	991.219934796741	0.178016192360626	4.82517021556751	11.3027117629348	0.0017854336061341	0.00973700676330733
13038	137.565121128691	179.339864029707	-0.336880324785063	2.14050742781512	11.3022465885562	0.0017857768236332	0.00973700676330733
56279	1621.45690304203	1590.30023592877	0.163204769404247	5.49963142529156	11.3001726058369	0.00178730791426684	0.00974143450908976
26466	1917.41016598641	1702.73938675627	0.125202505444986	5.67097004906327	11.299330946289	0.00178792965630324	0.00974143450908976
68178	687.893669849723	763.6202532009	-0.196936091416456	4.32558862553633	11.294762084489	0.0017913087312779	0.0097561870967763
100039495	76.05954206777	109.262419469548	-0.464302923718331	1.38829635551432	11.2938429373506	0.0017919893410096	0.00975623721026992
21969	3333.49372887556	2865.6631346744	0.164068952154438	6.47554717972733	11.2900761608266	0.00179478143439657	0.00976777866038074
231999	580.271839239486	631.166853586712	-0.150073281816875	4.17861667528908	11.2856369122336	0.00179807792840181	0.00978205555133162
11538	5771.50233386435	6197.77010222029	-0.0950804371776486	7.4240040347418	11.2819773944847	0.00180080024877563	0.00979319925709532
17968	1333.87524639871	1598.77569578399	-0.354522653592201	5.33009457880573	11.7432311023734	0.0018023045296394	0.0097946707930077
15270	699.716939528007	636.092898834348	0.250547213042851	4.27015408948875	11.2874696432729	0.00180241894573688	0.0097946707930077
66880	1307.45112351619	1431.56669276727	-0.124957485145788	5.28203436838729	11.2751813325488	0.00180586747568285	0.00980974216416731
381072	113.882873499601	91.7747053692972	0.398786760808066	1.59561938347382	11.2724806862305	0.00180788531583426	0.00981703345455445
380698	264.273537139055	332.773544911134	-0.295879902781785	3.16151554491903	11.2669098672135	0.00181205523404916	0.00983600097346592
74256	5657.1390079869	4999.56913301312	0.14710591323776	7.28303936117348	11.2613908318964	0.00181619647129829	0.00985479870217901
68971	212.458428177729	269.168785450492	-0.293927108522801	2.7717014483096	11.2551102034467	0.00182092141294863	0.00987674843283184
16826	3120.82224208761	2735.77952264295	0.195446219834155	6.41588865922005	11.3143666265956	0.00182181205695358	0.00987789216402703
216543	1132.63498347833	1233.85182161185	-0.134767068325843	5.10244766384086	11.2440652752591	0.00182926227134135	0.009914587864551
276952	8874.05030357351	8489.78400713703	0.129210634257663	7.92627864054177	11.2381536054016	0.00183374329307179	0.00993516919896579
72759	2417.0145344609	2238.79972130212	0.112718011556218	6.02127780276555	11.2330961321559	0.00183758609664936	0.00995227863228172
76251	736.566685488326	797.103121398604	-0.183969136419349	4.44697459330684	11.2304417490945	0.00183960639186463	0.00995670652848167
70497	569.853388487027	649.864172625157	-0.188509717750344	4.11682335070516	11.2302133268453	0.00183978035812597	0.00995670652848167
11898	73.3768938039351	102.148832964589	-0.456033995677827	1.41001808694034	11.2293221098399	0.00184045927572099	0.00995670652848167
71912	166.866560160239	232.078203896436	-0.402390064125995	2.43045287404151	11.2530083934361	0.00184700048941597	0.00998837518113266
56208	3650.70738039646	3490.98594761881	0.103711208633433	6.65249504908727	11.2160135931658	0.00185062926953998	0.0100042760102997
12190	266.218879652113	316.696524430372	-0.25518651328796	3.06198728405	11.2043910860748	0.00185955972255174	0.0100488145512827
67036	877.377279761657	798.625979945988	0.170405857529249	4.60504456919674	11.1996793039153	0.00186319317975364	0.0100642899951378
76429	422.269533170182	506.746305991542	-0.200108101257223	3.70866908281699	11.1988820650595	0.00186380871081933	0.0100642899951378
78878	1766.6525448054	1529.62007654605	0.178593168844888	5.63382738946821	11.19676218521	0.00186544647633204	0.0100693918081652
101489	2088.99845557503	2412.6833637768	-0.12641174452714	5.98267163848269	11.194552318866	0.00186715539157871	0.0100748737449054
